path,top,left_top,left_middle,left_bot,right_top,right_middle,right_bot
/cones/camL3_frame_2055.jpg_cone_6.jpg,0.5577777777777778#0.11555555555555555,0.42444444444444446#0.2877777777777778,0.33555555555555555#0.4722222222222222,0.23666666666666666#0.7133333333333334,0.6644444444444444#0.29555555555555557,0.71#0.51,0.7311111111111112#0.7366666666666667
/cones/camL3_frame_2056.jpg_cone_0.jpg,0.5222222222222223#0.06888888888888889,0.3411111111111111#0.3277777777777778,0.24555555555555555#0.6244444444444445,0.1622222222222222#0.8644444444444445,0.6588888888888889#0.3322222222222222,0.7566666666666667#0.61,0.8644444444444445#0.8688888888888889
/cones/camL3_frame_2056.jpg_cone_1.jpg,0.5366666666666666#0.03666666666666667,0.3877777777777778#0.28555555555555556,0.3#0.5811111111111111,0.2088888888888889#0.8411111111111111,0.6833333333333333#0.2911111111111111,0.8044444444444444#0.5822222222222222,0.8833333333333333#0.8177777777777778
/cones/camL3_frame_2056.jpg_cone_2.jpg,0.6655555555555556#0.09777777777777778,0.5244444444444445#0.31777777777777777,0.40444444444444444#0.6155555555555555,0.32666666666666666#0.8633333333333333,0.7666666666666667#0.3277777777777778,0.8255555555555556#0.6244444444444445,0.8788888888888889#0.8833333333333333
/cones/camL3_frame_2056.jpg_cone_5.jpg,0.6777777777777778#0.1322222222222222,0.4888888888888889#0.3522222222222222,0.35888888888888887#0.56,0.20777777777777778#0.7988888888888889,0.7866666666666666#0.39,0.7766666666666666#0.6011111111111112,0.7811111111111111#0.8511111111111112
/cones/camL3_frame_2056.jpg_cone_6.jpg,0.5688888888888889#0.11333333333333333,0.4255555555555556#0.32222222222222224,0.35444444444444445#0.5233333333333333,0.25222222222222224#0.7444444444444445,0.7177777777777777#0.3244444444444444,0.7422222222222222#0.5366666666666666,0.7666666666666667#0.7211111111111111
/cones/camL3_frame_2058.jpg_cone_0.jpg,0.5166666666666667#0.08666666666666667,0.3711111111111111#0.34555555555555556,0.28888888888888886#0.6255555555555555,0.23#0.8544444444444445,0.6777777777777778#0.3522222222222222,0.7577777777777778#0.6177777777777778,0.86#0.8488888888888889
/cones/camL3_frame_2058.jpg_cone_1.jpg,0.4866666666666667#0.09222222222222222,0.31444444444444447#0.3111111111111111,0.2311111111111111#0.5988888888888889,0.13555555555555557#0.8377777777777777,0.6755555555555556#0.32666666666666666,0.7733333333333333#0.6133333333333333,0.8588888888888889#0.8066666666666666
/cones/camL3_frame_2058.jpg_cone_2.jpg,0.5888888888888889#0.06777777777777778,0.43#0.3,0.24888888888888888#0.6077777777777778,0.1388888888888889#0.8633333333333333,0.6977777777777778#0.3011111111111111,0.7688888888888888#0.6022222222222222,0.8333333333333334#0.8733333333333333
/cones/camL3_frame_2058.jpg_cone_3.jpg,0.5822222222222222#0.18444444444444444,0.4666666666666667#0.3655555555555556,0.3188888888888889#0.6577777777777778,0.20555555555555555#0.8788888888888889,0.6566666666666666#0.37555555555555553,0.6944444444444444#0.6744444444444444,0.7188888888888889#0.9155555555555556
/cones/camL3_frame_2058.jpg_cone_5.jpg,0.76#0.07444444444444444,0.5088888888888888#0.28555555555555556,0.37555555555555553#0.4955555555555556,0.15666666666666668#0.7822222222222223,0.8511111111111112#0.30777777777777776,0.8266666666666667#0.55,0.8044444444444444#0.8466666666666667
/cones/camL3_frame_2058.jpg_cone_6.jpg,0.65#0.12555555555555556,0.4822222222222222#0.3333333333333333,0.3888888888888889#0.5422222222222223,0.2577777777777778#0.7855555555555556,0.7444444444444445#0.34,0.7944444444444444#0.55,0.8055555555555556#0.8288888888888889
/cones/camL3_frame_2059.jpg_cone_0.jpg,0.5122222222222222#0.06777777777777778,0.3433333333333333#0.3244444444444444,0.26555555555555554#0.6111111111111112,0.21222222222222223#0.8355555555555556,0.6577777777777778#0.3233333333333333,0.7466666666666667#0.5911111111111111,0.8488888888888889#0.8533333333333334
/cones/camL3_frame_2059.jpg_cone_1.jpg,0.4711111111111111#0.06111111111111111,0.31666666666666665#0.3111111111111111,0.24#0.5855555555555556,0.15222222222222223#0.8544444444444445,0.6388888888888888#0.31222222222222223,0.7444444444444445#0.6,0.8288888888888889#0.8488888888888889
/cones/camL3_frame_2059.jpg_cone_2.jpg,0.6344444444444445#0.09333333333333334,0.4488888888888889#0.2922222222222222,0.33#0.5877777777777777,0.20666666666666667#0.8777777777777778,0.7255555555555555#0.30666666666666664,0.8255555555555556#0.6244444444444445,0.8755555555555555#0.8833333333333333
/cones/camL3_frame_2059.jpg_cone_5.jpg,0.6911111111111111#0.13333333333333333,0.48#0.3322222222222222,0.34#0.5155555555555555,0.16666666666666666#0.7577777777777778,0.8044444444444444#0.3566666666666667,0.8077777777777778#0.5555555555555556,0.8122222222222222#0.8077777777777778
/cones/camL3_frame_2059.jpg_cone_6.jpg,0.5355555555555556#0.1322222222222222,0.3988888888888889#0.32555555555555554,0.31333333333333335#0.5233333333333333,0.18222222222222223#0.7522222222222222,0.67#0.3088888888888889,0.7177777777777777#0.5355555555555556,0.74#0.7344444444444445
/cones/camL3_frame_2060.jpg_cone_0.jpg,0.5188888888888888#0.08222222222222222,0.36666666666666664#0.3466666666666667,0.28#0.6188888888888889,0.21666666666666667#0.85,0.6677777777777778#0.3377777777777778,0.7655555555555555#0.6055555555555555,0.8655555555555555#0.8377777777777777
/cones/camL3_frame_2060.jpg_cone_1.jpg,0.5177777777777778#0.06666666666666667,0.3566666666666667#0.30666666666666664,0.2777777777777778#0.5866666666666667,0.19333333333333333#0.8544444444444445,0.6755555555555556#0.29333333333333333,0.7822222222222223#0.5922222222222222,0.8544444444444445#0.8433333333333334
/cones/camL3_frame_2060.jpg_cone_2.jpg,0.5355555555555556#0.09888888888888889,0.3977777777777778#0.30333333333333334,0.29444444444444445#0.6033333333333334,0.18555555555555556#0.8511111111111112,0.6322222222222222#0.3088888888888889,0.72#0.6222222222222222,0.7933333333333333#0.8755555555555555
/cones/camL3_frame_2060.jpg_cone_3.jpg,0.6455555555555555#0.1388888888888889,0.4955555555555556#0.3022222222222222,0.3333333333333333#0.6155555555555555,0.21777777777777776#0.8322222222222222,0.7155555555555555#0.30666666666666664,0.7711111111111111#0.6411111111111111,0.7933333333333333#0.8611111111111112
/cones/camL3_frame_2060.jpg_cone_5.jpg,0.7844444444444445#0.15,0.5366666666666666#0.32,0.37555555555555553#0.5233333333333333,0.16333333333333333#0.7644444444444445,0.8788888888888889#0.35777777777777775,0.8455555555555555#0.57,0.85#0.8166666666666667
/cones/camL3_frame_2060.jpg_cone_6.jpg,0.6133333333333333#0.15222222222222223,0.4577777777777778#0.3433333333333333,0.37555555555555553#0.5366666666666666,0.28888888888888886#0.75,0.7166666666666667#0.33444444444444443,0.7811111111111111#0.5588888888888889,0.7866666666666666#0.7433333333333333
/cones/camL3_frame_2061.jpg_cone_0.jpg,0.4888888888888889#0.08222222222222222,0.3522222222222222#0.33555555555555555,0.2811111111111111#0.6166666666666667,0.23#0.8344444444444444,0.6444444444444445#0.33555555555555555,0.7433333333333333#0.5877777777777777,0.8377777777777777#0.8244444444444444
/cones/camL3_frame_2061.jpg_cone_1.jpg,0.4955555555555556#0.0811111111111111,0.3377777777777778#0.3322222222222222,0.2633333333333333#0.6333333333333333,0.18444444444444444#0.8755555555555555,0.6833333333333333#0.32666666666666666,0.7922222222222223#0.6188888888888889,0.8788888888888889#0.8744444444444445
/cones/camL3_frame_2061.jpg_cone_2.jpg,0.66#0.1111111111111111,0.5033333333333333#0.34555555555555556,0.39222222222222225#0.6055555555555555,0.28444444444444444#0.8655555555555555,0.7622222222222222#0.34555555555555556,0.8111111111111111#0.65,0.86#0.8788888888888889
/cones/camL3_frame_2061.jpg_cone_3.jpg,0.6933333333333334#0.15444444444444444,0.54#0.33444444444444443,0.41333333333333333#0.6211111111111111,0.31555555555555553#0.8144444444444444,0.7733333333333333#0.3466666666666667,0.79#0.6788888888888889,0.7922222222222223#0.8588888888888889
/cones/camL3_frame_2061.jpg_cone_5.jpg,0.7722222222222223#0.13111111111111112,0.5633333333333334#0.2833333333333333,0.3988888888888889#0.4666666666666667,0.22111111111111112#0.7288888888888889,0.8544444444444445#0.29333333333333333,0.8688888888888889#0.5133333333333333,0.8333333333333334#0.7688888888888888
/cones/camL3_frame_2061.jpg_cone_6.jpg,0.5933333333333334#0.05555555555555555,0.4#0.28888888888888886,0.30444444444444446#0.48444444444444446,0.1922222222222222#0.7177777777777777,0.7533333333333333#0.2877777777777778,0.7922222222222223#0.48444444444444446,0.7922222222222223#0.76
/cones/camL3_frame_2063.jpg_cone_0.jpg,0.48#0.08777777777777777,0.3322222222222222#0.35777777777777775,0.2577777777777778#0.6166666666666667,0.22777777777777777#0.8666666666666667,0.6277777777777778#0.33444444444444443,0.7211111111111111#0.5988888888888889,0.8244444444444444#0.8344444444444444
/cones/camL3_frame_2063.jpg_cone_1.jpg,0.5666666666666667#0.08444444444444445,0.3988888888888889#0.33555555555555555,0.3322222222222222#0.6144444444444445,0.24888888888888888#0.8655555555555555,0.7211111111111111#0.32666666666666666,0.8222222222222222#0.6133333333333333,0.9022222222222223#0.8555555555555555
/cones/camL3_frame_2063.jpg_cone_2.jpg,0.5088888888888888#0.09444444444444444,0.37777777777777777#0.3088888888888889,0.29333333333333333#0.6166666666666667,0.22555555555555556#0.8888888888888888,0.6466666666666666#0.32555555555555554,0.71#0.6277777777777778,0.7577777777777778#0.8822222222222222
/cones/camL3_frame_2063.jpg_cone_3.jpg,0.6#0.17222222222222222,0.47#0.3622222222222222,0.35#0.6744444444444444,0.2788888888888889#0.8622222222222222,0.6655555555555556#0.3655555555555556,0.7144444444444444#0.69,0.7588888888888888#0.8877777777777778
/cones/camL3_frame_2063.jpg_cone_5.jpg,0.7911111111111111#0.06111111111111111,0.6022222222222222#0.21666666666666667,0.46444444444444444#0.44,0.22777777777777777#0.7388888888888889,0.9022222222222223#0.2311111111111111,0.8933333333333333#0.5,0.8755555555555555#0.8188888888888889
/cones/camL3_frame_2063.jpg_cone_6.jpg,0.6211111111111111#0.13666666666666666,0.4577777777777778#0.3411111111111111,0.35888888888888887#0.5655555555555556,0.24222222222222223#0.7466666666666667,0.7344444444444445#0.33111111111111113,0.78#0.5722222222222222,0.7922222222222223#0.7611111111111111
/cones/camL3_frame_2064.jpg_cone_0.jpg,0.46555555555555556#0.05555555555555555,0.31444444444444447#0.32,0.24888888888888888#0.5922222222222222,0.19111111111111112#0.8322222222222222,0.62#0.31444444444444447,0.7233333333333334#0.5666666666666667,0.8433333333333334#0.7977777777777778
/cones/camL3_frame_2064.jpg_cone_1.jpg,0.5344444444444445#0.08333333333333333,0.35444444444444445#0.33555555555555555,0.2577777777777778#0.6277777777777778,0.1711111111111111#0.8633333333333333,0.7166666666666667#0.34444444444444444,0.8333333333333334#0.63,0.9044444444444445#0.8633333333333333
/cones/camL3_frame_2064.jpg_cone_2.jpg,0.6655555555555556#0.1111111111111111,0.48444444444444446#0.30666666666666664,0.37777777777777777#0.62,0.2677777777777778#0.8444444444444444,0.7777777777777778#0.31222222222222223,0.8488888888888889#0.6411111111111111,0.9022222222222223#0.8522222222222222
/cones/camL3_frame_2064.jpg_cone_3.jpg,0.7722222222222223#0.17444444444444446,0.6133333333333333#0.3322222222222222,0.47888888888888886#0.66,0.34444444444444444#0.8322222222222222,0.8144444444444444#0.3522222222222222,0.8588888888888889#0.6722222222222223,0.8888888888888888#0.8833333333333333
/cones/camL3_frame_2064.jpg_cone_5.jpg,0.7855555555555556#0.1388888888888889,0.5744444444444444#0.3377777777777778,0.46555555555555556#0.5244444444444445,0.28444444444444444#0.7577777777777778,0.8744444444444445#0.35,0.8711111111111111#0.5588888888888889,0.87#0.7977777777777778
/cones/camL3_frame_2064.jpg_cone_6.jpg,0.6544444444444445#0.10111111111111111,0.4988888888888889#0.3233333333333333,0.4266666666666667#0.4955555555555556,0.27555555555555555#0.7555555555555555,0.7611111111111111#0.33555555555555555,0.79#0.5133333333333333,0.8133333333333334#0.7677777777777778
/cones/camL3_frame_2065.jpg_cone_0.jpg,0.43555555555555553#0.06,0.29#0.32555555555555554,0.22777777777777777#0.6022222222222222,0.18777777777777777#0.8344444444444444,0.6022222222222222#0.31777777777777777,0.7044444444444444#0.5777777777777777,0.8266666666666667#0.8088888888888889
/cones/camL3_frame_2065.jpg_cone_1.jpg,0.51#0.10777777777777778,0.36777777777777776#0.33666666666666667,0.27555555555555555#0.6166666666666667,0.19555555555555557#0.8555555555555555,0.6655555555555556#0.3488888888888889,0.7544444444444445#0.6255555555555555,0.8477777777777777#0.8544444444444445
/cones/camL3_frame_2065.jpg_cone_2.jpg,0.6522222222222223#0.06222222222222222,0.5122222222222222#0.2733333333333333,0.4111111111111111#0.59,0.31444444444444447#0.84,0.7388888888888889#0.2788888888888889,0.8155555555555556#0.6044444444444445,0.8822222222222222#0.8588888888888889
/cones/camL3_frame_2065.jpg_cone_5.jpg,0.7422222222222222#0.1622222222222222,0.5577777777777778#0.3088888888888889,0.38#0.5077777777777778,0.13333333333333333#0.7666666666666667,0.8466666666666667#0.33666666666666667,0.7822222222222223#0.5622222222222222,0.7922222222222223#0.8322222222222222
/cones/camL3_frame_2066.jpg_cone_0.jpg,0.44555555555555554#0.08222222222222222,0.30666666666666664#0.33444444444444443,0.26#0.6244444444444445,0.21888888888888888#0.8588888888888889,0.6188888888888889#0.33444444444444443,0.7288888888888889#0.5755555555555556,0.8433333333333334#0.8333333333333334
/cones/camL3_frame_2066.jpg_cone_1.jpg,0.5177777777777778#0.06777777777777778,0.3788888888888889#0.31333333333333335,0.2866666666666667#0.61,0.20222222222222222#0.8622222222222222,0.6688888888888889#0.3277777777777778,0.7611111111111111#0.6166666666666667,0.8333333333333334#0.8466666666666667
/cones/camL3_frame_2066.jpg_cone_2.jpg,0.65#0.08222222222222222,0.5044444444444445#0.29333333333333333,0.3611111111111111#0.6022222222222222,0.21888888888888888#0.8722222222222222,0.7144444444444444#0.29333333333333333,0.7922222222222223#0.6177777777777778,0.88#0.8811111111111111
/cones/camL3_frame_2066.jpg_cone_5.jpg,0.7133333333333334#0.1388888888888889,0.53#0.3022222222222222,0.33555555555555555#0.5033333333333333,0.13111111111111112#0.7711111111111111,0.7966666666666666#0.3411111111111111,0.7977777777777778#0.5622222222222222,0.8#0.8288888888888889
/cones/camL3_frame_2068.jpg_cone_0.jpg,0.4022222222222222#0.0811111111111111,0.27555555555555555#0.37222222222222223,0.20444444444444446#0.6833333333333333,0.16111111111111112#0.9311111111111111,0.61#0.3655555555555556,0.74#0.6255555555555555,0.86#0.8844444444444445
/cones/camL3_frame_2068.jpg_cone_1.jpg,0.5744444444444444#0.10444444444444445,0.4122222222222222#0.35444444444444445,0.33111111111111113#0.6377777777777778,0.25555555555555554#0.89,0.7088888888888889#0.35333333333333333,0.7966666666666666#0.6522222222222223,0.8622222222222222#0.8844444444444445
/cones/camL3_frame_2068.jpg_cone_2.jpg,0.6011111111111112#0.1,0.46111111111111114#0.29555555555555557,0.36#0.5844444444444444,0.26#0.8244444444444444,0.6922222222222222#0.30777777777777776,0.7744444444444445#0.62,0.8111111111111111#0.8366666666666667
/cones/camL3_frame_2068.jpg_cone_5.jpg,0.7388888888888889#0.12222222222222222,0.5511111111111111#0.3488888888888889,0.37777777777777777#0.5455555555555556,0.23222222222222222#0.7833333333333333,0.7877777777777778#0.38666666666666666,0.7888888888888889#0.6111111111111112,0.7944444444444444#0.8644444444444445
/cones/camL3_frame_2068.jpg_cone_6.jpg,0.5566666666666666#0.21444444444444444,0.38666666666666666#0.4166666666666667,0.25555555555555554#0.6344444444444445,0.1111111111111111#0.8144444444444444,0.6544444444444445#0.4255555555555556,0.6444444444444445#0.6477777777777778,0.6333333333333333#0.8433333333333334
/cones/camL3_frame_2069.jpg_cone_0.jpg,0.5433333333333333#0.08444444444444445,0.4033333333333333#0.3433333333333333,0.31555555555555553#0.6288888888888889,0.21222222222222223#0.87,0.7#0.3433333333333333,0.7822222222222223#0.6277777777777778,0.8722222222222222#0.8844444444444445
/cones/camL3_frame_2069.jpg_cone_1.jpg,0.6244444444444445#0.06555555555555556,0.5033333333333333#0.28,0.3488888888888889#0.5722222222222222,0.21888888888888888#0.8188888888888889,0.7066666666666667#0.3,0.7777777777777778#0.59,0.8122222222222222#0.84
/cones/camL3_frame_2069.jpg_cone_2.jpg,0.6344444444444445#0.12333333333333334,0.5#0.3422222222222222,0.39444444444444443#0.5811111111111111,0.25#0.7855555555555556,0.7333333333333333#0.36333333333333334,0.7566666666666667#0.6133333333333333,0.7611111111111111#0.8266666666666667
/cones/camL3_frame_2069.jpg_cone_4.jpg,0.7422222222222222#0.1388888888888889,0.5377777777777778#0.3422222222222222,0.38222222222222224#0.5288888888888889,0.20555555555555555#0.7422222222222222,0.8244444444444444#0.37666666666666665,0.8044444444444444#0.5822222222222222,0.7988888888888889#0.8266666666666667
/cones/camL3_frame_2069.jpg_cone_5.jpg,0.6366666666666667#0.1511111111111111,0.4488888888888889#0.3411111111111111,0.3511111111111111#0.5477777777777778,0.18555555555555556#0.7988888888888889,0.7866666666666666#0.3511111111111111,0.8155555555555556#0.5788888888888889,0.7955555555555556#0.8077777777777778
/cones/camL3_frame_2070.jpg_cone_0.jpg,0.5344444444444445#0.052222222222222225,0.3688888888888889#0.30666666666666664,0.27#0.5955555555555555,0.18333333333333332#0.8477777777777777,0.6666666666666666#0.31222222222222223,0.7755555555555556#0.61,0.8433333333333334#0.8555555555555555
/cones/camL3_frame_2070.jpg_cone_1.jpg,0.6577777777777778#0.11555555555555555,0.4988888888888889#0.33555555555555555,0.3611111111111111#0.6388888888888888,0.22666666666666666#0.8755555555555555,0.7466666666666667#0.3511111111111111,0.8122222222222222#0.6555555555555556,0.87#0.8877777777777778
/cones/camL3_frame_2070.jpg_cone_2.jpg,0.6366666666666667#0.18444444444444444,0.51#0.34555555555555556,0.39111111111111113#0.6277777777777778,0.29333333333333333#0.7866666666666666,0.7366666666666667#0.35,0.7533333333333333#0.6444444444444445,0.8#0.8266666666666667
/cones/camL3_frame_2070.jpg_cone_4.jpg,0.77#0.16,0.6066666666666667#0.3477777777777778,0.45555555555555555#0.5333333333333333,0.2911111111111111#0.7711111111111111,0.8166666666666667#0.37555555555555553,0.8111111111111111#0.59,0.8122222222222222#0.8411111111111111
/cones/camL3_frame_2071.jpg_cone_0.jpg,0.5288888888888889#0.06444444444444444,0.4066666666666667#0.3111111111111111,0.31555555555555553#0.5822222222222222,0.2544444444444444#0.8155555555555556,0.6577777777777778#0.3055555555555556,0.7344444444444445#0.5833333333333334,0.7888888888888889#0.8355555555555556
/cones/camL3_frame_2071.jpg_cone_1.jpg,0.7#0.09,0.5466666666666666#0.31,0.42777777777777776#0.5822222222222222,0.3288888888888889#0.85,0.7733333333333333#0.3277777777777778,0.7911111111111111#0.6088888888888889,0.8333333333333334#0.8577777777777778
/cones/camL3_frame_2071.jpg_cone_4.jpg,0.7777777777777778#0.1288888888888889,0.5966666666666667#0.31666666666666665,0.4633333333333333#0.4911111111111111,0.27#0.76,0.83#0.3411111111111111,0.7922222222222223#0.5633333333333334,0.7866666666666666#0.8088888888888889
/cones/camL3_frame_2071.jpg_cone_5.jpg,0.5633333333333334#0.07444444444444444,0.42333333333333334#0.29555555555555557,0.3322222222222222#0.55,0.2577777777777778#0.78,0.6655555555555556#0.2966666666666667,0.7166666666666667#0.5622222222222222,0.7433333333333333#0.79
/cones/camL3_frame_2073.jpg_cone_0.jpg,0.5322222222222223#0.05333333333333334,0.39222222222222225#0.31333333333333335,0.3022222222222222#0.5977777777777777,0.22#0.8277777777777777,0.6544444444444445#0.31777777777777777,0.7755555555555556#0.6055555555555555,0.8266666666666667#0.83
/cones/camL3_frame_2073.jpg_cone_1.jpg,0.63#0.11666666666666667,0.4822222222222222#0.3244444444444444,0.3488888888888889#0.6233333333333333,0.22777777777777777#0.8488888888888889,0.7322222222222222#0.37444444444444447,0.7788888888888889#0.6455555555555555,0.8222222222222222#0.8833333333333333
/cones/camL3_frame_2073.jpg_cone_4.jpg,0.81#0.11777777777777777,0.5911111111111111#0.28888888888888886,0.4266666666666667#0.4666666666666667,0.23555555555555555#0.6977777777777778,0.8444444444444444#0.3288888888888889,0.8211111111111111#0.5522222222222222,0.8155555555555556#0.7844444444444445
/cones/camL3_frame_2074.jpg_cone_0.jpg,0.4988888888888889#0.051111111111111114,0.3611111111111111#0.29555555555555557,0.2722222222222222#0.5977777777777777,0.19555555555555557#0.8244444444444444,0.6255555555555555#0.3111111111111111,0.7277777777777777#0.5955555555555555,0.7911111111111111#0.8022222222222222
/cones/camL3_frame_2074.jpg_cone_1.jpg,0.6311111111111111#0.09222222222222222,0.4766666666666667#0.29444444444444445,0.3333333333333333#0.6333333333333333,0.2544444444444444#0.8533333333333334,0.6866666666666666#0.3055555555555556,0.78#0.6477777777777778,0.8155555555555556#0.8811111111111111
/cones/camL3_frame_2074.jpg_cone_4.jpg,0.7966666666666666#0.15222222222222223,0.5744444444444444#0.3333333333333333,0.4288888888888889#0.5022222222222222,0.2822222222222222#0.7144444444444444,0.8411111111111111#0.3655555555555556,0.8111111111111111#0.5866666666666667,0.8044444444444444#0.81
/cones/camL3_frame_2075.jpg_cone_0.jpg,0.5488888888888889#0.07777777777777778,0.4066666666666667#0.3211111111111111,0.33111111111111113#0.6077777777777778,0.23333333333333334#0.83,0.6733333333333333#0.33444444444444443,0.7655555555555555#0.6077777777777778,0.8366666666666667#0.84
/cones/camL3_frame_2075.jpg_cone_1.jpg,0.6266666666666667#0.1411111111111111,0.4822222222222222#0.3377777777777778,0.34444444444444444#0.6422222222222222,0.23222222222222222#0.8677777777777778,0.7255555555555555#0.3477777777777778,0.7788888888888889#0.6722222222222223,0.7888888888888889#0.9066666666666666
/cones/camL3_frame_2076.jpg_cone_0.jpg,0.5244444444444445#0.057777777777777775,0.3688888888888889#0.31444444444444447,0.29555555555555557#0.5944444444444444,0.20777777777777778#0.8477777777777777,0.66#0.32222222222222224,0.7477777777777778#0.6066666666666667,0.8155555555555556#0.8622222222222222
/cones/camL3_frame_2076.jpg_cone_1.jpg,0.6666666666666666#0.1111111111111111,0.4955555555555556#0.3388888888888889,0.38222222222222224#0.6388888888888888,0.27444444444444444#0.8566666666666667,0.7833333333333333#0.3488888888888889,0.8166666666666667#0.6611111111111111,0.8622222222222222#0.9011111111111111
/cones/camL3_frame_2076.jpg_cone_2.jpg,0.7155555555555555#0.16555555555555557,0.5711111111111111#0.3233333333333333,0.43666666666666665#0.6077777777777778,0.30333333333333334#0.8311111111111111,0.7755555555555556#0.3477777777777778,0.7933333333333333#0.6355555555555555,0.8088888888888889#0.8577777777777778
/cones/camL3_frame_2076.jpg_cone_4.jpg,0.7411111111111112#0.07111111111111111,0.5511111111111111#0.3566666666666667,0.4011111111111111#0.5811111111111111,0.19555555555555557#0.8988888888888888,0.8566666666666667#0.3711111111111111,0.8688888888888889#0.6044444444444445,0.8833333333333333#0.8822222222222222
/cones/camL3_frame_2078.jpg_cone_0.jpg,0.5311111111111111#0.057777777777777775,0.3655555555555556#0.31555555555555553,0.2611111111111111#0.5966666666666667,0.16777777777777778#0.8244444444444444,0.6788888888888889#0.30777777777777776,0.7622222222222222#0.6011111111111112,0.8566666666666667#0.8344444444444444
/cones/camL3_frame_2078.jpg_cone_1.jpg,0.6755555555555556#0.08444444444444445,0.4488888888888889#0.3244444444444444,0.33555555555555555#0.6211111111111111,0.2388888888888889#0.8333333333333334,0.7777777777777778#0.33111111111111113,0.7988888888888889#0.6355555555555555,0.8244444444444444#0.8588888888888889
/cones/camL3_frame_2078.jpg_cone_2.jpg,0.5455555555555556#0.10666666666666667,0.4033333333333333#0.28888888888888886,0.2222222222222222#0.5777777777777777,0.12444444444444444#0.7866666666666666,0.6244444444444445#0.31,0.6655555555555556#0.5844444444444444,0.6577777777777778#0.8222222222222222
/cones/camL3_frame_2078.jpg_cone_4.jpg,0.67#0.09,0.45222222222222225#0.2966666666666667,0.31444444444444447#0.5166666666666667,0.18777777777777777#0.7966666666666666,0.7644444444444445#0.32555555555555554,0.7877777777777778#0.5711111111111111,0.7844444444444445#0.8211111111111111
/cones/camL3_frame_2079.jpg_cone_0.jpg,0.5277777777777778#0.0811111111111111,0.38333333333333336#0.3244444444444444,0.2722222222222222#0.61,0.18222222222222223#0.8444444444444444,0.6622222222222223#0.34,0.7511111111111111#0.6244444444444445,0.8344444444444444#0.8766666666666667
/cones/camL3_frame_2079.jpg_cone_1.jpg,0.6544444444444445#0.12222222222222222,0.4766666666666667#0.3788888888888889,0.35#0.6488888888888888,0.2477777777777778#0.8833333333333333,0.7533333333333333#0.35888888888888887,0.7844444444444445#0.6722222222222223,0.8188888888888889#0.8922222222222222
/cones/camL3_frame_2079.jpg_cone_2.jpg,0.6888888888888889#0.12333333333333334,0.4677777777777778#0.3022222222222222,0.31444444444444447#0.57,0.18222222222222223#0.7755555555555556,0.73#0.3288888888888889,0.7244444444444444#0.6133333333333333,0.7377777777777778#0.8477777777777777
/cones/camL3_frame_2079.jpg_cone_4.jpg,0.69#0.19444444444444445,0.5133333333333333#0.4011111111111111,0.39222222222222225#0.6266666666666667,0.3#0.8355555555555556,0.8233333333333334#0.4222222222222222,0.8611111111111112#0.67,0.8822222222222222#0.8877777777777778
/cones/camL3_frame_2080.jpg_cone_0.jpg,0.5366666666666666#0.08333333333333333,0.38#0.31555555555555553,0.2733333333333333#0.5911111111111111,0.18666666666666668#0.8288888888888889,0.6755555555555556#0.32555555555555554,0.7622222222222222#0.6033333333333334,0.8411111111111111#0.8411111111111111
/cones/camL3_frame_2080.jpg_cone_1.jpg,0.7011111111111111#0.12111111111111111,0.53#0.3233333333333333,0.38555555555555554#0.6055555555555555,0.2833333333333333#0.82,0.7711111111111111#0.34,0.8277777777777777#0.6366666666666667,0.8533333333333334#0.8244444444444444
/cones/camL3_frame_2080.jpg_cone_2.jpg,0.71#0.10555555555555556,0.5422222222222223#0.30444444444444446,0.37666666666666665#0.5644444444444444,0.2388888888888889#0.7833333333333333,0.7644444444444445#0.3111111111111111,0.7877777777777778#0.6177777777777778,0.8133333333333334#0.7955555555555556
/cones/camL3_frame_2080.jpg_cone_4.jpg,0.6644444444444444#0.13333333333333333,0.5022222222222222#0.30333333333333334,0.3888888888888889#0.5011111111111111,0.2411111111111111#0.7666666666666667,0.8444444444444444#0.3477777777777778,0.8644444444444445#0.5422222222222223,0.8722222222222222#0.8133333333333334
/cones/camL3_frame_2081.jpg_cone_0.jpg,0.5411111111111111#0.05333333333333334,0.3877777777777778#0.30666666666666664,0.2688888888888889#0.5966666666666667,0.15555555555555556#0.85,0.6744444444444444#0.3244444444444444,0.7644444444444445#0.5944444444444444,0.8233333333333334#0.8488888888888889
/cones/camL3_frame_2081.jpg_cone_1.jpg,0.7244444444444444#0.16333333333333333,0.5488888888888889#0.35777777777777775,0.4166666666666667#0.6022222222222222,0.29#0.8444444444444444,0.8133333333333334#0.3888888888888889,0.8466666666666667#0.67,0.8622222222222222#0.8844444444444445
/cones/camL3_frame_2081.jpg_cone_2.jpg,0.7211111111111111#0.07777777777777778,0.5733333333333334#0.25555555555555554,0.37666666666666665#0.5622222222222222,0.2411111111111111#0.7744444444444445,0.79#0.29888888888888887,0.8044444444444444#0.6122222222222222,0.8011111111111111#0.8233333333333334
/cones/camL3_frame_2081.jpg_cone_4.jpg,0.5544444444444444#0.13333333333333333,0.3522222222222222#0.31333333333333335,0.24222222222222223#0.5033333333333333,0.12444444444444444#0.7366666666666667,0.6933333333333334#0.33666666666666667,0.7244444444444444#0.5588888888888889,0.7577777777777778#0.7844444444444445
